vehicle_id, count, datetime
v_3, 1, 2019-07-18 16:12:51.992026
v_2, 2, 2019-07-18 16:12:55.295335
v_7, 3, 2019-07-18 16:12:58.425130
v_15, 4, 2019-07-18 16:13:02.699667
v_18, 5, 2019-07-18 16:13:04.931173
v_23, 6, 2019-07-18 16:13:07.563096
v_27, 7, 2019-07-18 16:13:10.524054
v_40, 8, 2019-07-18 16:13:53.823057
v_50, 9, 2019-07-18 16:13:57.820114
v_72, 10, 2019-07-18 16:14:03.324100
v_79, 11, 2019-07-18 16:14:09.310348
v_81, 12, 2019-07-18 16:14:14.367911
v_88, 13, 2019-07-18 16:14:20.570216
v_89, 14, 2019-07-18 16:14:22.202483
v_94, 15, 2019-07-18 16:14:58.114145
v_104, 16, 2019-07-18 16:15:05.672232
v_31, 17, 2019-07-18 16:15:10.261891
v_154, 18, 2019-07-18 16:15:29.747037
v_177, 19, 2019-07-18 16:16:05.233189
v_180, 20, 2019-07-18 16:16:09.921219
v_182, 21, 2019-07-18 16:16:10.285896
v_188, 22, 2019-07-18 16:16:14.082596
v_186, 23, 2019-07-18 16:16:14.966082
v_189, 24, 2019-07-18 16:16:15.356344
v_191, 25, 2019-07-18 16:16:19.852893
v_202, 26, 2019-07-18 16:16:30.046050
v_205, 27, 2019-07-18 16:16:33.286715
v_209, 28, 2019-07-18 16:16:36.525437
v_214, 29, 2019-07-18 16:16:40.349348
v_217, 30, 2019-07-18 16:16:43.286019
v_218, 31, 2019-07-18 16:16:44.185252
v_225, 32, 2019-07-18 16:16:49.282230
