vehicle_id, count, datetime
v_5, 1, 2019-07-18 17:49:24.652321
v_8, 2, 2019-07-18 17:49:27.047171
v_13, 3, 2019-07-18 17:49:37.687238
v_15, 4, 2019-07-18 17:49:39.661277
v_22, 5, 2019-07-18 17:50:03.007718
v_31, 6, 2019-07-18 17:50:12.759283
v_32, 7, 2019-07-18 17:50:14.034584
v_35, 8, 2019-07-18 17:50:18.711429
v_40, 9, 2019-07-18 17:50:28.310738
v_42, 10, 2019-07-18 17:50:29.751591
v_43, 11, 2019-07-18 17:50:32.090232
v_46, 12, 2019-07-18 17:50:48.208050
v_92, 13, 2019-07-18 17:51:49.024922
v_95, 14, 2019-07-18 17:51:56.926823
v_99, 15, 2019-07-18 17:51:59.618005
v_104, 16, 2019-07-18 17:52:15.263593
v_110, 17, 2019-07-18 17:52:20.072886
v_112, 18, 2019-07-18 17:52:25.518747
v_118, 19, 2019-07-18 17:53:01.306618
v_120, 20, 2019-07-18 17:53:03.099551
v_124, 21, 2019-07-18 17:53:09.156303
v_141, 22, 2019-07-18 17:53:32.968244
v_152, 23, 2019-07-18 17:53:40.177219
v_172, 24, 2019-07-18 17:53:45.945771
