vehicle_id, count, datetime
v_2, 1, 2019-07-18 15:56:32.469382
v_18, 2, 2019-07-18 15:57:09.614043
v_22, 3, 2019-07-18 15:57:14.592672
v_25, 4, 2019-07-18 15:57:19.032647
v_28, 5, 2019-07-18 15:57:29.141888
v_34, 6, 2019-07-18 15:57:35.122078
v_37, 7, 2019-07-18 15:57:39.756637
v_44, 8, 2019-07-18 15:57:51.807916
v_49, 9, 2019-07-18 15:57:54.675477
v_55, 10, 2019-07-18 15:57:58.580417
v_57, 11, 2019-07-18 15:57:59.043093
v_59, 12, 2019-07-18 15:58:03.280818
v_91, 13, 2019-07-18 15:58:34.232127
v_93, 14, 2019-07-18 15:58:37.203899
v_98, 15, 2019-07-18 15:58:42.750812
v_103, 16, 2019-07-18 15:58:58.076993
v_108, 17, 2019-07-18 15:59:00.864343
v_110, 18, 2019-07-18 15:59:05.135855
v_114, 19, 2019-07-18 15:59:11.646432
v_122, 20, 2019-07-18 15:59:17.606754
v_128, 21, 2019-07-18 15:59:20.277526
v_129, 22, 2019-07-18 15:59:20.844810
v_134, 23, 2019-07-18 15:59:24.728427
v_137, 24, 2019-07-18 15:59:28.241970
v_146, 25, 2019-07-18 15:59:50.814377
v_150, 26, 2019-07-18 15:59:52.700597
v_153, 27, 2019-07-18 16:00:01.132979
v_159, 28, 2019-07-18 16:00:07.144772
v_170, 29, 2019-07-18 16:00:14.553682
v_175, 30, 2019-07-18 16:00:18.667444
