vehicle_id, count, datetime
v_2, 1, 2019-07-18 15:44:34.763759
v_5, 2, 2019-07-18 15:44:36.080576
v_8, 3, 2019-07-18 15:44:36.501145
v_47, 4, 2019-07-18 15:45:19.842973
v_49, 5, 2019-07-18 15:45:24.738339
v_53, 6, 2019-07-18 15:45:25.910553
v_68, 7, 2019-07-18 15:45:35.142304
v_80, 8, 2019-07-18 15:46:12.987160
v_85, 9, 2019-07-18 15:46:22.792846
v_100, 10, 2019-07-18 15:46:29.687438
v_111, 11, 2019-07-18 15:46:50.173364
v_113, 12, 2019-07-18 15:46:52.688232
v_122, 13, 2019-07-18 15:46:56.720202
v_121, 14, 2019-07-18 15:46:58.371581
v_129, 15, 2019-07-18 15:47:02.897902
v_128, 16, 2019-07-18 15:47:04.287536
v_133, 17, 2019-07-18 15:47:14.466517
v_139, 18, 2019-07-18 15:47:17.506115
