vehicle_id, count, datetime
v_2, 1, 2019-07-18 16:52:29.901291
v_10, 2, 2019-07-18 16:53:02.965365
v_30, 3, 2019-07-18 16:53:07.755919
v_31, 4, 2019-07-18 16:53:08.125892
v_37, 5, 2019-07-18 16:53:12.027580
v_62, 6, 2019-07-18 16:53:16.356350
v_79, 7, 2019-07-18 16:53:24.319441
v_82, 8, 2019-07-18 16:53:29.345499
v_84, 9, 2019-07-18 16:53:36.196156
v_92, 10, 2019-07-18 16:53:44.784405
v_97, 11, 2019-07-18 16:53:50.149336
v_110, 12, 2019-07-18 16:53:51.961425
v_114, 13, 2019-07-18 16:53:53.584954
v_118, 14, 2019-07-18 16:53:54.441826
v_134, 15, 2019-07-18 16:53:58.748763
v_136, 16, 2019-07-18 16:54:00.096248
v_148, 17, 2019-07-18 16:54:33.356556
v_152, 18, 2019-07-18 16:54:41.482839
v_164, 19, 2019-07-18 16:54:49.913449
v_169, 20, 2019-07-18 16:54:52.658604
v_204, 21, 2019-07-18 16:55:13.245361
v_217, 22, 2019-07-18 16:55:15.969076
v_220, 23, 2019-07-18 16:55:21.170381
v_233, 24, 2019-07-18 16:55:40.835138
v_239, 25, 2019-07-18 16:55:58.871540
v_248, 26, 2019-07-18 16:56:23.056750
