vehicle_id, count, datetime
v_9, 1, 2019-07-18 17:15:47.081582
v_10, 2, 2019-07-18 17:15:49.267752
v_34, 3, 2019-07-18 17:16:48.181819
v_38, 4, 2019-07-18 17:16:50.195611
v_42, 5, 2019-07-18 17:16:52.779035
v_49, 6, 2019-07-18 17:17:00.388527
v_52, 7, 2019-07-18 17:17:05.432611
v_62, 8, 2019-07-18 17:17:16.706839
v_63, 9, 2019-07-18 17:17:19.277505
v_67, 10, 2019-07-18 17:17:29.512994
v_70, 11, 2019-07-18 17:17:34.354596
v_75, 12, 2019-07-18 17:17:54.417466
v_86, 13, 2019-07-18 17:18:25.290180
v_91, 14, 2019-07-18 17:18:30.258205
v_124, 15, 2019-07-18 17:18:44.051779
v_147, 16, 2019-07-18 17:18:57.285500
v_155, 17, 2019-07-18 17:19:28.752689
v_160, 18, 2019-07-18 17:19:31.483223
v_167, 19, 2019-07-18 17:19:44.137087
v_168, 20, 2019-07-18 17:19:50.278163
v_172, 21, 2019-07-18 17:19:58.194200
