vehicle_id, count, datetime
v_1, 1, 2019-07-18 16:47:54.876171
v_6, 2, 2019-07-18 16:48:01.150120
v_11, 3, 2019-07-18 16:48:07.515870
v_28, 4, 2019-07-18 16:48:42.072980
v_29, 5, 2019-07-18 16:48:45.877929
v_54, 6, 2019-07-18 16:49:22.535491
v_56, 7, 2019-07-18 16:49:25.497470
v_65, 8, 2019-07-18 16:49:30.964078
v_63, 9, 2019-07-18 16:49:30.999813
v_76, 10, 2019-07-18 16:50:03.690014
v_102, 11, 2019-07-18 16:50:38.670420
v_114, 12, 2019-07-18 16:50:48.258856
v_136, 13, 2019-07-18 16:51:01.070874
v_155, 14, 2019-07-18 16:51:34.155382
v_160, 15, 2019-07-18 16:51:48.117461
v_163, 16, 2019-07-18 16:51:51.623353
v_169, 17, 2019-07-18 16:52:01.198347
v_173, 18, 2019-07-18 16:52:13.167758
