vehicle_id, count, datetime
v_1, 1, 2019-07-18 18:21:48.714881
v_10, 2, 2019-07-18 18:21:55.783545
v_14, 3, 2019-07-18 18:21:59.999627
v_20, 4, 2019-07-18 18:22:02.747906
v_28, 5, 2019-07-18 18:22:07.167263
v_31, 6, 2019-07-18 18:22:10.059633
v_34, 7, 2019-07-18 18:22:33.679430
v_42, 8, 2019-07-18 18:22:38.215815
v_60, 9, 2019-07-18 18:22:53.611695
v_59, 10, 2019-07-18 18:22:54.988553
v_63, 11, 2019-07-18 18:22:56.977763
v_74, 12, 2019-07-18 18:23:00.485165
v_78, 13, 2019-07-18 18:23:03.091175
v_85, 14, 2019-07-18 18:23:05.383004
v_88, 15, 2019-07-18 18:23:05.483302
v_90, 16, 2019-07-18 18:23:07.836087
v_96, 17, 2019-07-18 18:23:10.756296
v_99, 18, 2019-07-18 18:23:14.129262
v_106, 19, 2019-07-18 18:23:22.520708
v_118, 20, 2019-07-18 18:23:26.785042
v_119, 21, 2019-07-18 18:23:30.868553
v_125, 22, 2019-07-18 18:23:33.993703
v_137, 23, 2019-07-18 18:23:36.877347
v_149, 24, 2019-07-18 18:24:02.592966
v_155, 25, 2019-07-18 18:24:07.339134
v_158, 26, 2019-07-18 18:24:10.823078
v_162, 27, 2019-07-18 18:24:24.245029
v_166, 28, 2019-07-18 18:24:29.202309
v_169, 29, 2019-07-18 18:24:32.584087
v_174, 30, 2019-07-18 18:24:37.083891
v_177, 31, 2019-07-18 18:24:39.067845
v_184, 32, 2019-07-18 18:24:43.808807
v_187, 33, 2019-07-18 18:24:50.257495
v_189, 34, 2019-07-18 18:24:56.032525
v_196, 35, 2019-07-18 18:25:03.406691
v_198, 36, 2019-07-18 18:25:06.891934
v_201, 37, 2019-07-18 18:25:08.338697
v_204, 38, 2019-07-18 18:25:11.557761
v_228, 39, 2019-07-18 18:25:38.508901
v_232, 40, 2019-07-18 18:25:41.916123
v_236, 41, 2019-07-18 18:25:50.393563
v_237, 42, 2019-07-18 18:25:50.746766
v_239, 43, 2019-07-18 18:25:56.258702
v_246, 44, 2019-07-18 18:26:08.672808
v_248, 45, 2019-07-18 18:26:11.326379
v_253, 46, 2019-07-18 18:26:14.768462
v_258, 47, 2019-07-18 18:26:16.931284
v_261, 48, 2019-07-18 18:26:20.511595
