vehicle_id, count, datetime
v_1, 1, 2019-07-18 18:31:14.005324
v_5, 2, 2019-07-18 18:31:21.429061
v_7, 3, 2019-07-18 18:31:21.846361
v_9, 4, 2019-07-18 18:31:30.473199
v_22, 5, 2019-07-18 18:32:00.042579
v_23, 6, 2019-07-18 18:32:01.575192
v_26, 7, 2019-07-18 18:32:03.846461
v_43, 8, 2019-07-18 18:32:16.406767
v_44, 9, 2019-07-18 18:32:16.412472
v_58, 10, 2019-07-18 18:32:21.287140
v_61, 11, 2019-07-18 18:32:23.142541
v_78, 12, 2019-07-18 18:32:27.002513
v_99, 13, 2019-07-18 18:32:33.941621
v_102, 14, 2019-07-18 18:32:35.958370
v_104, 15, 2019-07-18 18:33:04.038485
v_106, 16, 2019-07-18 18:33:10.253232
v_126, 17, 2019-07-18 18:33:38.783016
v_124, 18, 2019-07-18 18:33:41.215987
v_131, 19, 2019-07-18 18:33:44.193137
v_134, 20, 2019-07-18 18:33:46.124658
v_154, 21, 2019-07-18 18:33:59.183077
v_153, 22, 2019-07-18 18:34:00.893723
v_156, 23, 2019-07-18 18:34:01.196524
v_163, 24, 2019-07-18 18:34:05.647092
v_171, 25, 2019-07-18 18:34:31.768212
v_174, 26, 2019-07-18 18:34:37.837128
v_177, 27, 2019-07-18 18:34:45.778190
v_182, 28, 2019-07-18 18:34:59.569935
v_187, 29, 2019-07-18 18:35:02.979684
v_193, 30, 2019-07-18 18:35:05.529714
v_199, 31, 2019-07-18 18:35:08.079918
v_198, 32, 2019-07-18 18:35:09.394621
v_201, 33, 2019-07-18 18:35:11.843964
