vehicle_id, count, datetime
v_1, 1, 2019-07-18 14:51:00.352864
v_23, 2, 2019-07-18 14:51:50.165165
v_26, 3, 2019-07-18 14:51:52.900398
v_33, 4, 2019-07-18 14:52:07.637787
v_31, 5, 2019-07-18 14:52:07.670934
v_39, 6, 2019-07-18 14:52:24.722396
v_43, 7, 2019-07-18 14:52:28.549621
v_67, 8, 2019-07-18 14:53:27.171038
v_70, 9, 2019-07-18 14:53:29.535958
v_73, 10, 2019-07-18 14:53:32.293684
v_79, 11, 2019-07-18 14:53:35.489756
v_82, 12, 2019-07-18 14:53:39.751659
v_83, 13, 2019-07-18 14:53:43.295867
v_86, 14, 2019-07-18 14:53:49.470490
v_94, 15, 2019-07-18 14:53:57.908760
v_97, 16, 2019-07-18 14:54:04.677870
v_119, 17, 2019-07-18 14:54:32.834545
v_125, 18, 2019-07-18 14:54:37.788914
v_130, 19, 2019-07-18 14:54:48.441048
v_134, 20, 2019-07-18 14:54:56.261544
v_139, 21, 2019-07-18 14:54:56.720714
v_138, 22, 2019-07-18 14:54:59.625007
v_144, 23, 2019-07-18 14:55:06.624952
