vehicle_id, count, datetime
v_5, 1, 2019-07-18 18:53:55.420360
v_10, 2, 2019-07-18 18:54:04.948590
v_15, 3, 2019-07-18 18:54:23.274886
v_60, 4, 2019-07-18 18:55:13.974945
v_67, 5, 2019-07-18 18:55:22.654276
v_71, 6, 2019-07-18 18:55:31.820654
v_94, 7, 2019-07-18 18:56:33.226544
v_98, 8, 2019-07-18 18:56:37.467841
v_112, 9, 2019-07-18 18:56:46.409202
v_114, 10, 2019-07-18 18:56:46.922492
v_121, 11, 2019-07-18 18:57:08.639854
v_128, 12, 2019-07-18 18:57:26.764332
v_130, 13, 2019-07-18 18:57:34.329975
v_140, 14, 2019-07-18 18:57:59.298018
v_143, 15, 2019-07-18 18:58:08.582563
v_154, 16, 2019-07-18 18:58:10.439479
v_157, 17, 2019-07-18 18:58:13.152723
v_159, 18, 2019-07-18 18:58:15.227536
v_162, 19, 2019-07-18 18:58:18.859188
