vehicle_id, count, datetime
v_1, 1, 2019-07-16 19:24:59.889587
v_4, 2, 2019-07-16 19:25:19.437536
v_7, 3, 2019-07-16 19:26:49.232874
v_35, 4, 2019-07-16 19:28:11.450215
v_41, 5, 2019-07-16 19:28:26.911789
v_44, 6, 2019-07-16 19:28:33.801146
v_49, 7, 2019-07-16 19:28:47.258983
v_54, 8, 2019-07-16 19:30:35.813866
v_59, 9, 2019-07-16 19:31:03.029734
v_76, 10, 2019-07-16 19:32:12.824942
v_81, 11, 2019-07-16 19:32:35.289296
v_84, 12, 2019-07-16 19:32:41.489925
v_86, 13, 2019-07-16 19:32:47.574869
v_91, 14, 2019-07-16 19:32:56.931482
v_96, 15, 2019-07-16 19:33:25.152169
v_109, 16, 2019-07-16 19:33:33.187583
v_108, 17, 2019-07-16 19:33:41.284912
v_118, 18, 2019-07-16 19:33:45.740322
v_121, 19, 2019-07-16 19:34:03.071709
v_124, 20, 2019-07-16 19:34:04.627718
v_144, 21, 2019-07-16 19:35:19.415353
v_151, 22, 2019-07-16 19:36:09.463524
v_160, 23, 2019-07-16 19:36:44.917810
v_165, 24, 2019-07-16 19:36:59.578419
v_177, 25, 2019-07-16 19:37:34.705566
