vehicle_id, count, datetime
v_13, 1, 2019-07-18 15:20:47.854594
v_19, 2, 2019-07-18 15:20:49.763372
v_18, 3, 2019-07-18 15:20:50.998004
v_33, 4, 2019-07-18 15:21:00.024719
v_43, 5, 2019-07-18 15:21:22.796493
v_46, 6, 2019-07-18 15:21:26.712857
v_51, 7, 2019-07-18 15:21:29.074344
v_59, 8, 2019-07-18 15:21:45.602695
v_67, 9, 2019-07-18 15:21:51.179157
v_69, 10, 2019-07-18 15:21:51.667347
v_71, 11, 2019-07-18 15:22:00.086697
v_81, 12, 2019-07-18 15:22:10.403855
v_83, 13, 2019-07-18 15:22:10.834808
v_92, 14, 2019-07-18 15:22:16.693928
v_122, 15, 2019-07-18 15:23:09.245453
v_132, 16, 2019-07-18 15:23:11.752344
v_134, 17, 2019-07-18 15:23:14.818410
v_137, 18, 2019-07-18 15:23:18.341040
v_146, 19, 2019-07-18 15:23:24.685868
v_144, 20, 2019-07-18 15:23:25.686157
v_151, 21, 2019-07-18 15:23:35.775220
v_154, 22, 2019-07-18 15:23:43.434454
v_157, 23, 2019-07-18 15:23:49.060341
v_168, 24, 2019-07-18 15:24:17.146735
v_204, 25, 2019-07-18 15:24:48.075094
v_209, 26, 2019-07-18 15:24:50.422755
v_210, 27, 2019-07-18 15:24:50.502530
v_213, 28, 2019-07-18 15:24:53.635183
v_218, 29, 2019-07-18 15:24:57.479946
v_223, 30, 2019-07-18 15:25:02.478939
