vehicle_id, count, datetime
v_1, 1, 2019-07-18 19:23:57.832382
v_5, 2, 2019-07-18 19:24:11.900013
v_7, 3, 2019-07-18 19:24:14.344026
v_14, 4, 2019-07-18 19:24:39.271056
v_15, 5, 2019-07-18 19:24:41.549158
v_22, 6, 2019-07-18 19:24:45.155989
v_31, 7, 2019-07-18 19:24:53.099154
v_34, 8, 2019-07-18 19:24:56.052788
v_40, 9, 2019-07-18 19:25:01.357318
v_43, 10, 2019-07-18 19:25:05.819377
v_46, 11, 2019-07-18 19:25:07.621026
v_55, 12, 2019-07-18 19:25:13.569269
v_58, 13, 2019-07-18 19:25:15.821814
v_62, 14, 2019-07-18 19:25:18.182550
v_67, 15, 2019-07-18 19:25:19.771321
v_74, 16, 2019-07-18 19:25:23.000756
v_81, 17, 2019-07-18 19:25:33.494144
v_86, 18, 2019-07-18 19:25:39.717669
v_87, 19, 2019-07-18 19:25:47.964887
v_94, 20, 2019-07-18 19:26:10.289321
v_96, 21, 2019-07-18 19:26:11.810230
v_98, 22, 2019-07-18 19:26:13.741220
v_100, 23, 2019-07-18 19:26:17.795412
v_105, 24, 2019-07-18 19:26:25.902006
v_107, 25, 2019-07-18 19:26:41.708324
v_121, 26, 2019-07-18 19:27:01.144805
v_137, 27, 2019-07-18 19:27:32.393823
v_138, 28, 2019-07-18 19:27:33.771620
v_164, 29, 2019-07-18 19:27:52.792221
