vehicle_id, count, datetime
v_13, 1, 2019-07-18 17:35:49.549201
v_16, 2, 2019-07-18 17:35:52.223511
v_27, 3, 2019-07-18 17:35:57.610511
v_34, 4, 2019-07-18 17:36:11.880912
v_38, 5, 2019-07-18 17:36:24.297080
v_41, 6, 2019-07-18 17:36:28.282811
v_45, 7, 2019-07-18 17:36:39.913700
v_51, 8, 2019-07-18 17:36:48.383077
v_54, 9, 2019-07-18 17:36:51.738131
v_57, 10, 2019-07-18 17:36:55.239739
v_60, 11, 2019-07-18 17:37:02.794803
v_64, 12, 2019-07-18 17:37:09.483660
v_70, 13, 2019-07-18 17:37:14.988271
v_75, 14, 2019-07-18 17:37:19.806133
v_78, 15, 2019-07-18 17:37:23.215875
v_103, 16, 2019-07-18 17:38:04.984550
v_110, 17, 2019-07-18 17:38:12.494502
v_116, 18, 2019-07-18 17:38:23.735836
v_122, 19, 2019-07-18 17:38:29.762917
v_130, 20, 2019-07-18 17:38:35.928572
v_133, 21, 2019-07-18 17:38:39.687463
v_136, 22, 2019-07-18 17:38:42.979092
v_143, 23, 2019-07-18 17:38:49.506127
v_142, 24, 2019-07-18 17:38:52.257583
v_149, 25, 2019-07-18 17:38:55.268912
v_155, 26, 2019-07-18 17:39:04.278970
v_157, 27, 2019-07-18 17:39:24.409786
v_161, 28, 2019-07-18 17:39:31.728576
v_188, 29, 2019-07-18 17:39:57.922731
v_196, 30, 2019-07-18 17:40:00.944527
v_197, 31, 2019-07-18 17:40:02.810026
v_203, 32, 2019-07-18 17:40:05.763200
