vehicle_id, count, datetime
v_3, 1, 2019-07-18 17:44:59.029045
v_1, 2, 2019-07-18 17:45:01.593208
v_19, 3, 2019-07-18 17:45:13.485974
v_32, 4, 2019-07-18 17:45:19.331273
v_43, 5, 2019-07-18 17:45:51.759662
v_47, 6, 2019-07-18 17:45:54.903229
v_54, 7, 2019-07-18 17:46:22.153206
v_52, 8, 2019-07-18 17:46:22.202116
v_59, 9, 2019-07-18 17:46:30.841404
v_73, 10, 2019-07-18 17:46:49.999157
v_80, 11, 2019-07-18 17:46:55.082566
v_85, 12, 2019-07-18 17:47:04.141036
v_95, 13, 2019-07-18 17:47:22.918126
v_102, 14, 2019-07-18 17:47:54.277962
v_109, 15, 2019-07-18 17:48:00.104821
v_113, 16, 2019-07-18 17:48:28.117955
v_118, 17, 2019-07-18 17:48:51.053724
v_122, 18, 2019-07-18 17:49:06.622194
v_127, 19, 2019-07-18 17:49:16.644318
v_132, 20, 2019-07-18 17:49:18.831087
