vehicle_id, count, datetime
v_4, 1, 2019-07-18 16:56:29.150261
v_9, 2, 2019-07-18 16:56:45.559890
v_11, 3, 2019-07-18 16:56:51.994307
v_43, 4, 2019-07-18 16:57:29.510877
v_48, 5, 2019-07-18 16:57:34.878277
v_58, 6, 2019-07-18 16:58:13.210870
v_71, 7, 2019-07-18 16:58:53.904867
v_82, 8, 2019-07-18 16:59:10.907528
v_84, 9, 2019-07-18 16:59:12.753358
v_89, 10, 2019-07-18 16:59:19.622078
v_96, 11, 2019-07-18 16:59:23.357731
v_109, 12, 2019-07-18 16:59:34.140623
v_116, 13, 2019-07-18 17:00:07.881674
v_121, 14, 2019-07-18 17:00:11.480143
v_124, 15, 2019-07-18 17:00:14.378294
v_129, 16, 2019-07-18 17:00:19.311114
v_150, 17, 2019-07-18 17:00:30.864776
v_166, 18, 2019-07-18 17:00:37.137782
v_169, 19, 2019-07-18 17:00:39.984412
v_184, 20, 2019-07-18 17:00:51.138603
v_186, 21, 2019-07-18 17:00:52.397720
