vehicle_id, count, datetime
v_11, 1, 2019-07-18 17:53:59.318513
v_16, 2, 2019-07-18 17:54:01.701627
v_19, 3, 2019-07-18 17:54:03.908188
v_22, 4, 2019-07-18 17:54:39.211341
v_49, 5, 2019-07-18 17:54:58.812475
v_51, 6, 2019-07-18 17:55:01.612238
v_59, 7, 2019-07-18 17:55:06.118471
v_81, 8, 2019-07-18 17:55:11.368861
v_89, 9, 2019-07-18 17:55:14.945944
v_86, 10, 2019-07-18 17:55:16.960930
v_100, 11, 2019-07-18 17:55:19.754389
v_140, 12, 2019-07-18 17:55:30.869724
v_143, 13, 2019-07-18 17:55:33.838869
v_150, 14, 2019-07-18 17:55:35.463952
v_152, 15, 2019-07-18 17:55:35.820090
v_161, 16, 2019-07-18 17:56:03.903345
v_162, 17, 2019-07-18 17:56:04.336675
v_169, 18, 2019-07-18 17:56:14.990182
v_171, 19, 2019-07-18 17:56:16.798432
v_174, 20, 2019-07-18 17:56:20.584284
v_176, 21, 2019-07-18 17:56:22.369835
v_180, 22, 2019-07-18 17:56:29.030775
v_186, 23, 2019-07-18 17:56:36.290248
v_195, 24, 2019-07-18 17:56:42.302579
v_202, 25, 2019-07-18 17:56:44.237370
v_198, 26, 2019-07-18 17:56:45.603553
v_204, 27, 2019-07-18 17:56:48.905333
v_223, 28, 2019-07-18 17:57:10.295685
v_228, 29, 2019-07-18 17:57:12.721318
v_232, 30, 2019-07-18 17:57:31.284432
v_236, 31, 2019-07-18 17:57:37.534950
v_239, 32, 2019-07-18 17:57:43.549488
v_244, 33, 2019-07-18 17:57:58.416381
v_251, 34, 2019-07-18 17:58:06.427296
v_254, 35, 2019-07-18 17:58:09.147573
v_260, 36, 2019-07-18 17:58:11.610530
v_264, 37, 2019-07-18 17:58:12.800963
v_268, 38, 2019-07-18 17:58:15.030158
v_270, 39, 2019-07-18 17:58:17.811676
v_271, 40, 2019-07-18 17:58:19.013492
v_277, 41, 2019-07-18 17:58:22.100969
