vehicle_id, count, datetime
v_2, 1, 2019-07-18 18:35:21.315777
v_17, 2, 2019-07-18 18:35:33.492261
v_35, 3, 2019-07-18 18:35:38.212635
v_42, 4, 2019-07-18 18:35:42.797820
v_51, 5, 2019-07-18 18:36:07.800047
v_53, 6, 2019-07-18 18:36:13.130280
v_63, 7, 2019-07-18 18:36:22.223249
v_58, 8, 2019-07-18 18:36:29.015231
v_64, 9, 2019-07-18 18:36:30.410509
v_71, 10, 2019-07-18 18:36:35.701641
v_73, 11, 2019-07-18 18:36:38.630806
v_76, 12, 2019-07-18 18:36:48.111449
v_81, 13, 2019-07-18 18:36:53.893157
v_84, 14, 2019-07-18 18:36:57.162655
v_89, 15, 2019-07-18 18:37:04.017427
v_95, 16, 2019-07-18 18:37:06.489439
v_101, 17, 2019-07-18 18:37:08.729552
v_102, 18, 2019-07-18 18:37:12.515778
v_113, 19, 2019-07-18 18:37:29.671873
v_131, 20, 2019-07-18 18:37:46.341146
v_132, 21, 2019-07-18 18:37:50.776319
v_136, 22, 2019-07-18 18:37:54.384172
v_140, 23, 2019-07-18 18:37:59.099818
v_154, 24, 2019-07-18 18:38:25.394115
v_158, 25, 2019-07-18 18:38:29.543940
v_165, 26, 2019-07-18 18:38:31.642585
v_167, 27, 2019-07-18 18:38:33.968290
v_177, 28, 2019-07-18 18:38:38.835323
v_173, 29, 2019-07-18 18:38:41.172253
v_189, 30, 2019-07-18 18:38:45.427375
v_192, 31, 2019-07-18 18:38:48.444180
v_196, 32, 2019-07-18 18:38:53.870815
v_201, 33, 2019-07-18 18:38:57.174642
v_206, 34, 2019-07-18 18:39:14.320486
v_213, 35, 2019-07-18 18:39:20.386844
v_236, 36, 2019-07-18 18:39:43.963643
v_245, 37, 2019-07-18 18:39:46.478738
v_253, 38, 2019-07-18 18:39:54.832088
v_257, 39, 2019-07-18 18:39:59.616414
v_259, 40, 2019-07-18 18:40:01.182210
v_261, 41, 2019-07-18 18:40:05.945664
v_265, 42, 2019-07-18 18:40:10.302691
