vehicle_id, count, datetime
v_1, 1, 2019-07-18 15:25:09.941591
v_8, 2, 2019-07-18 15:25:16.672793
v_18, 3, 2019-07-18 15:25:20.298132
v_36, 4, 2019-07-18 15:25:27.899405
v_50, 5, 2019-07-18 15:26:07.730126
v_53, 6, 2019-07-18 15:26:11.055331
v_64, 7, 2019-07-18 15:26:17.965231
v_74, 8, 2019-07-18 15:26:23.666747
v_78, 9, 2019-07-18 15:26:26.162704
v_82, 10, 2019-07-18 15:26:29.977150
v_81, 11, 2019-07-18 15:26:30.929107
v_88, 12, 2019-07-18 15:26:39.294733
v_96, 13, 2019-07-18 15:26:48.156436
v_100, 14, 2019-07-18 15:26:50.286346
v_117, 15, 2019-07-18 15:27:38.822371
v_126, 16, 2019-07-18 15:27:53.270819
v_132, 17, 2019-07-18 15:28:02.521199
v_138, 18, 2019-07-18 15:28:07.810897
v_141, 19, 2019-07-18 15:28:10.164815
v_147, 20, 2019-07-18 15:28:19.127264
v_152, 21, 2019-07-18 15:28:29.715487
v_157, 22, 2019-07-18 15:28:35.178195
v_158, 23, 2019-07-18 15:28:48.329338
v_163, 24, 2019-07-18 15:28:58.217573
v_165, 25, 2019-07-18 15:29:02.475994
v_185, 26, 2019-07-18 15:29:50.112564
v_227, 27, 2019-07-18 15:30:24.180920
v_231, 28, 2019-07-18 15:30:26.058278
v_247, 29, 2019-07-18 15:30:35.615489
v_267, 30, 2019-07-18 15:30:42.937235
