vehicle_id, count, datetime
v_4, 1, 2019-07-18 14:59:42.324369
v_1, 2, 2019-07-18 14:59:44.150555
v_8, 3, 2019-07-18 14:59:46.706796
v_14, 4, 2019-07-18 14:59:48.085795
v_18, 5, 2019-07-18 14:59:48.098161
v_29, 6, 2019-07-18 14:59:51.116257
v_27, 7, 2019-07-18 14:59:51.531235
v_38, 8, 2019-07-18 14:59:54.818111
v_37, 9, 2019-07-18 14:59:57.846908
v_45, 10, 2019-07-18 15:00:22.808437
v_55, 11, 2019-07-18 15:00:27.155184
v_60, 12, 2019-07-18 15:00:28.022248
v_79, 13, 2019-07-18 15:00:40.870907
v_88, 14, 2019-07-18 15:00:47.507567
v_108, 15, 2019-07-18 15:01:14.492705
v_117, 16, 2019-07-18 15:01:19.523653
v_119, 17, 2019-07-18 15:01:21.823005
v_131, 18, 2019-07-18 15:01:35.976140
v_133, 19, 2019-07-18 15:01:37.414679
v_136, 20, 2019-07-18 15:01:40.886697
v_137, 21, 2019-07-18 15:01:42.156269
v_140, 22, 2019-07-18 15:01:46.252632
v_143, 23, 2019-07-18 15:01:48.421207
v_147, 24, 2019-07-18 15:01:57.258579
v_180, 25, 2019-07-18 15:02:28.198156
v_182, 26, 2019-07-18 15:02:35.315144
v_188, 27, 2019-07-18 15:02:42.645246
v_191, 28, 2019-07-18 15:02:44.043280
v_194, 29, 2019-07-18 15:02:55.538553
