vehicle_id, count, datetime
v_2, 1, 2019-07-18 15:11:59.995925
v_4, 2, 2019-07-18 15:12:04.319396
v_10, 3, 2019-07-18 15:12:19.905526
v_20, 4, 2019-07-18 15:12:46.948234
v_36, 5, 2019-07-18 15:13:24.016749
v_40, 6, 2019-07-18 15:13:29.739090
v_51, 7, 2019-07-18 15:13:41.276100
v_61, 8, 2019-07-18 15:14:34.458219
v_66, 9, 2019-07-18 15:14:50.334384
v_67, 10, 2019-07-18 15:15:04.893915
v_73, 11, 2019-07-18 15:15:12.044335
v_78, 12, 2019-07-18 15:15:16.406068
v_83, 13, 2019-07-18 15:15:26.085343
v_106, 14, 2019-07-18 15:16:30.039270
v_118, 15, 2019-07-18 15:16:50.431332
