vehicle_id, count, datetime
v_5, 1, 2019-07-18 19:32:48.910601
v_17, 2, 2019-07-18 19:32:51.315015
v_25, 3, 2019-07-18 19:32:54.447220
v_34, 4, 2019-07-18 19:33:06.386581
v_37, 5, 2019-07-18 19:33:08.774729
v_49, 6, 2019-07-18 19:33:36.822585
v_53, 7, 2019-07-18 19:33:47.279076
v_62, 8, 2019-07-18 19:34:06.850034
v_67, 9, 2019-07-18 19:34:11.214494
v_75, 10, 2019-07-18 19:34:18.996406
v_76, 11, 2019-07-18 19:34:21.022045
v_82, 12, 2019-07-18 19:34:23.215298
v_83, 13, 2019-07-18 19:34:26.999274
v_87, 14, 2019-07-18 19:34:31.084622
v_137, 15, 2019-07-18 19:35:26.254773
v_139, 16, 2019-07-18 19:35:28.631641
v_156, 17, 2019-07-18 19:35:43.814408
v_170, 18, 2019-07-18 19:35:53.304618
v_176, 19, 2019-07-18 19:35:57.145860
v_180, 20, 2019-07-18 19:36:00.399867
v_186, 21, 2019-07-18 19:36:04.986518
v_196, 22, 2019-07-18 19:36:07.355882
v_199, 23, 2019-07-18 19:36:09.460770
v_205, 24, 2019-07-18 19:36:13.730311
v_208, 25, 2019-07-18 19:36:34.601338
v_211, 26, 2019-07-18 19:36:53.762316
v_221, 27, 2019-07-18 19:37:00.522092
v_245, 28, 2019-07-18 19:37:28.646433
v_257, 29, 2019-07-18 19:37:33.972628
v_268, 30, 2019-07-18 19:37:47.561858
v_273, 31, 2019-07-18 19:37:48.094856
v_272, 32, 2019-07-18 19:37:50.798113
