vehicle_id, count, datetime
v_1, 1, 2019-07-16 19:43:11.382673
v_13, 2, 2019-07-16 19:43:36.197171
v_24, 3, 2019-07-16 19:44:16.262620
v_35, 4, 2019-07-16 19:44:26.723516
v_49, 5, 2019-07-16 19:44:52.695233
v_55, 6, 2019-07-16 19:44:58.953561
v_60, 7, 2019-07-16 19:45:22.521128
v_73, 8, 2019-07-16 19:46:46.114373
v_83, 9, 2019-07-16 19:47:40.254462
v_88, 10, 2019-07-16 19:47:49.806681
v_90, 11, 2019-07-16 19:53:39.555181
v_97, 12, 2019-07-16 19:55:12.818477
v_122, 13, 2019-07-16 19:56:02.242135
v_129, 14, 2019-07-16 19:56:10.796634
v_133, 15, 2019-07-16 19:56:16.876340
v_135, 16, 2019-07-16 19:56:24.181972
v_147, 17, 2019-07-16 19:57:44.491768
v_154, 18, 2019-07-16 19:58:01.402580
v_157, 19, 2019-07-16 19:58:07.372871
v_168, 20, 2019-07-16 19:58:41.055289
v_167, 21, 2019-07-16 19:58:42.306557
v_202, 22, 2019-07-16 20:01:19.740873
v_215, 23, 2019-07-16 20:01:39.986094
v_219, 24, 2019-07-16 20:02:15.112247
v_222, 25, 2019-07-16 20:02:15.428178
v_224, 26, 2019-07-16 20:02:27.494980
v_228, 27, 2019-07-16 20:02:32.473126
v_234, 28, 2019-07-16 20:02:46.800460
v_235, 29, 2019-07-16 20:02:55.369710
v_242, 30, 2019-07-16 20:03:14.497596
