vehicle_id, count, datetime
v_1, 1, 2019-12-17 12:26:46.628957
v_2, 2, 2019-12-17 12:26:46.631942
v_17, 3, 2019-12-17 12:29:06.492454
v_29, 4, 2019-12-17 12:30:16.289864
v_32, 5, 2019-12-17 12:33:06.966502
v_34, 6, 2019-12-17 12:33:12.793499
v_35, 7, 2019-12-17 12:33:27.722330
v_39, 8, 2019-12-17 12:35:37.070838
v_40, 9, 2019-12-17 12:36:10.242638
v_48, 10, 2019-12-17 12:37:40.300838
v_52, 11, 2019-12-17 12:39:19.943161
