vehicle_id, count, datetime
v_3, 1, 2019-07-18 19:10:38.999870
v_24, 2, 2019-07-18 19:10:47.471720
v_26, 3, 2019-07-18 19:10:49.063524
v_27, 4, 2019-07-18 19:10:52.040935
v_31, 5, 2019-07-18 19:11:14.103690
v_36, 6, 2019-07-18 19:11:26.157818
v_39, 7, 2019-07-18 19:11:32.846685
v_45, 8, 2019-07-18 19:11:36.900439
v_49, 9, 2019-07-18 19:11:46.757286
v_53, 10, 2019-07-18 19:11:51.609098
v_56, 11, 2019-07-18 19:11:56.866953
v_63, 12, 2019-07-18 19:12:02.188747
v_66, 13, 2019-07-18 19:12:06.602698
v_82, 14, 2019-07-18 19:12:40.522708
v_89, 15, 2019-07-18 19:12:47.586839
v_92, 16, 2019-07-18 19:12:53.073958
v_102, 17, 2019-07-18 19:13:04.352844
v_109, 18, 2019-07-18 19:13:10.940775
v_110, 19, 2019-07-18 19:13:13.375714
v_111, 20, 2019-07-18 19:13:14.623389
v_139, 21, 2019-07-18 19:13:52.175735
v_154, 22, 2019-07-18 19:14:01.092253
