vehicle_id, count, datetime
v_3, 1, 2019-07-18 18:40:12.588741
v_8, 2, 2019-07-18 18:40:20.402391
v_13, 3, 2019-07-18 18:40:25.792820
v_19, 4, 2019-07-18 18:40:52.336054
v_29, 5, 2019-07-18 18:40:58.216369
v_36, 6, 2019-07-18 18:40:59.769651
v_41, 7, 2019-07-18 18:41:18.341985
v_46, 8, 2019-07-18 18:41:21.014598
v_49, 9, 2019-07-18 18:41:21.699121
v_54, 10, 2019-07-18 18:41:25.524181
v_56, 11, 2019-07-18 18:41:27.589713
v_60, 12, 2019-07-18 18:41:32.148022
v_66, 13, 2019-07-18 18:41:37.370093
v_77, 14, 2019-07-18 18:41:42.864717
v_78, 15, 2019-07-18 18:41:43.258165
v_83, 16, 2019-07-18 18:41:49.900035
v_87, 17, 2019-07-18 18:41:57.196157
v_128, 18, 2019-07-18 18:42:55.891064
v_133, 19, 2019-07-18 18:43:02.063512
v_138, 20, 2019-07-18 18:43:08.005238
v_141, 21, 2019-07-18 18:43:11.314825
v_143, 22, 2019-07-18 18:43:14.324923
v_147, 23, 2019-07-18 18:43:18.700069
v_150, 24, 2019-07-18 18:43:22.815172
v_156, 25, 2019-07-18 18:43:34.192085
v_160, 26, 2019-07-18 18:43:41.717781
v_162, 27, 2019-07-18 18:43:44.505966
v_169, 28, 2019-07-18 18:43:55.259400
v_195, 29, 2019-07-18 18:44:19.916698
v_196, 30, 2019-07-18 18:44:21.369362
v_214, 31, 2019-07-18 18:44:41.880193
v_216, 32, 2019-07-18 18:44:42.391803
v_218, 33, 2019-07-18 18:44:45.135976
v_223, 34, 2019-07-18 18:44:50.212500
v_228, 35, 2019-07-18 18:44:57.847285
