vehicle_id, count, datetime
v_2, 1, 2019-07-18 18:12:44.629252
v_6, 2, 2019-07-18 18:12:47.136557
v_27, 3, 2019-07-18 18:12:57.667850
v_47, 4, 2019-07-18 18:13:55.037973
v_51, 5, 2019-07-18 18:14:00.819926
v_55, 6, 2019-07-18 18:14:08.058243
v_58, 7, 2019-07-18 18:14:12.387348
v_40, 8, 2019-07-18 18:14:17.977369
v_69, 9, 2019-07-18 18:14:20.526531
v_74, 10, 2019-07-18 18:14:27.408637
v_84, 11, 2019-07-18 18:14:31.633490
v_80, 12, 2019-07-18 18:14:32.801880
v_96, 13, 2019-07-18 18:14:37.111638
v_95, 14, 2019-07-18 18:14:39.064297
v_129, 15, 2019-07-18 18:15:27.292851
v_131, 16, 2019-07-18 18:15:29.952638
v_138, 17, 2019-07-18 18:15:31.492411
v_141, 18, 2019-07-18 18:15:33.808633
v_145, 19, 2019-07-18 18:15:39.421903
v_151, 20, 2019-07-18 18:15:44.172027
v_180, 21, 2019-07-18 18:15:50.077269
v_183, 22, 2019-07-18 18:15:51.086097
v_189, 23, 2019-07-18 18:15:52.955338
v_198, 24, 2019-07-18 18:15:55.438814
v_200, 25, 2019-07-18 18:15:59.970392
v_203, 26, 2019-07-18 18:16:07.222092
v_211, 27, 2019-07-18 18:16:19.735154
v_222, 28, 2019-07-18 18:16:33.047233
v_245, 29, 2019-07-18 18:16:40.743164
v_251, 30, 2019-07-18 18:16:59.637316
v_256, 31, 2019-07-18 18:17:02.686222
v_258, 32, 2019-07-18 18:17:06.270744
v_261, 33, 2019-07-18 18:17:10.362878
v_260, 34, 2019-07-18 18:17:12.758010
