vehicle_id, count, datetime
v_4, 1, 2019-07-18 17:20:03.061335
v_10, 2, 2019-07-18 17:20:11.637002
v_23, 3, 2019-07-18 17:21:08.359052
v_24, 4, 2019-07-18 17:21:08.838527
v_25, 5, 2019-07-18 17:21:11.213526
v_38, 6, 2019-07-18 17:21:21.250161
v_39, 7, 2019-07-18 17:21:21.840731
v_77, 8, 2019-07-18 17:22:07.181696
v_81, 9, 2019-07-18 17:22:15.470251
v_86, 10, 2019-07-18 17:22:24.179888
v_92, 11, 2019-07-18 17:22:37.245262
v_95, 12, 2019-07-18 17:22:39.322463
v_97, 13, 2019-07-18 17:22:41.967548
v_103, 14, 2019-07-18 17:22:44.087974
v_104, 15, 2019-07-18 17:22:46.359078
v_111, 16, 2019-07-18 17:22:51.570501
v_115, 17, 2019-07-18 17:22:54.690126
v_117, 18, 2019-07-18 17:22:58.186915
v_126, 19, 2019-07-18 17:23:06.266984
v_129, 20, 2019-07-18 17:23:09.361236
v_132, 21, 2019-07-18 17:23:12.258454
v_161, 22, 2019-07-18 17:24:03.412050
v_167, 23, 2019-07-18 17:24:09.760866
v_173, 24, 2019-07-18 17:24:15.058636
v_184, 25, 2019-07-18 17:24:20.692121
v_188, 26, 2019-07-18 17:24:25.849982
v_189, 27, 2019-07-18 17:24:34.650053
v_200, 28, 2019-07-18 17:24:52.452018
