vehicle_id, count, datetime
v_24, 1, 2019-07-17 00:35:49.851135
v_25, 2, 2019-07-17 00:35:56.011325
v_46, 3, 2019-07-17 00:37:39.316586
v_55, 4, 2019-07-17 00:38:57.837562
v_65, 5, 2019-07-17 00:39:07.293871
v_63, 6, 2019-07-17 00:39:12.088601
v_67, 7, 2019-07-17 00:39:16.965696
v_73, 8, 2019-07-17 00:39:30.502001
v_77, 9, 2019-07-17 00:39:38.574006
v_107, 10, 2019-07-17 00:42:31.712178
v_106, 11, 2019-07-17 00:42:36.371273
v_109, 12, 2019-07-17 00:42:42.360641
v_112, 13, 2019-07-17 00:43:08.959819
v_116, 14, 2019-07-17 00:43:26.983036
v_122, 15, 2019-07-17 00:43:43.697163
v_134, 16, 2019-07-17 00:44:27.674553
v_137, 17, 2019-07-17 00:44:32.601812
v_139, 18, 2019-07-17 00:44:40.046264
v_157, 19, 2019-07-17 00:45:51.990855
v_173, 20, 2019-07-17 00:46:19.101829
v_177, 21, 2019-07-17 00:46:20.397668
v_176, 22, 2019-07-17 00:46:23.293174
v_182, 23, 2019-07-17 00:46:52.136667
